yearID,teamID,name
1976,SFN,San Francisco Giants
1976,SLN,St. Louis Cardinals
1976,TEX,Texas Rangers
1977,ATL,Atlanta Braves
1977,BAL,Baltimore Orioles
1977,BOS,Boston Red Sox
1977,CAL,California Angels
1977,CHA,Chicago White Sox
1977,CHN,Chicago Cubs
1977,CIN,Cincinnati Reds
1977,CLE,Cleveland Indians
1977,DET,Detroit Tigers
1977,HOU,Houston Astros
1977,KCA,Kansas City Royals
1977,LAN,Los Angeles Dodgers
1977,MIN,Minnesota Twins
1977,ML4,Milwaukee Brewers
1977,MON,Montreal Expos
1977,NYA,New York Yankees
1977,NYN,New York Mets
1977,OAK,Oakland Athletics
1977,PHI,Philadelphia Phillies
1977,PIT,Pittsburgh Pirates
1977,SDN,San Diego Padres
1977,SEA,Seattle Mariners
1977,SFN,San Francisco Giants
1977,SLN,St. Louis Cardinals
1977,TEX,Texas Rangers
1977,TOR,Toronto Blue Jays
1978,ATL,Atlanta Braves
1978,BAL,Baltimore Orioles
1978,BOS,Boston Red Sox
1978,CAL,California Angels
1978,CHA,Chicago White Sox
1978,CHN,Chicago Cubs
1978,CIN,Cincinnati Reds
1978,CLE,Cleveland Indians
1978,DET,Detroit Tigers
1978,HOU,Houston Astros
1978,KCA,Kansas City Royals
1978,LAN,Los Angeles Dodgers
1978,MIN,Minnesota Twins
1978,ML4,Milwaukee Brewers
1978,MON,Montreal Expos
1978,NYA,New York Yankees
1978,NYN,New York Mets
1978,OAK,Oakland Athletics
1978,PHI,Philadelphia Phillies
1978,PIT,Pittsburgh Pirates
1978,SDN,San Diego Padres
1978,SEA,Seattle Mariners
1978,SFN,San Francisco Giants
1978,SLN,St. Louis Cardinals
1978,TEX,Texas Rangers
1978,TOR,Toronto Blue Jays
1979,ATL,Atlanta Braves
1979,BAL,Baltimore Orioles
1979,BOS,Boston Red Sox
1979,CAL,California Angels
1979,CHA,Chicago White Sox
1979,CHN,Chicago Cubs
1979,CIN,Cincinnati Reds
1979,CLE,Cleveland Indians
1979,DET,Detroit Tigers
1979,HOU,Houston Astros
1979,KCA,Kansas City Royals
1979,LAN,Los Angeles Dodgers
1979,MIN,Minnesota Twins
1979,ML4,Milwaukee Brewers
1979,MON,Montreal Expos
1979,NYA,New York Yankees
1979,NYN,New York Mets
1979,OAK,Oakland Athletics
1979,PHI,Philadelphia Phillies
1979,PIT,Pittsburgh Pirates
1979,SDN,San Diego Padres
1979,SEA,Seattle Mariners
1979,SFN,San Francisco Giants
1979,SLN,St. Louis Cardinals
1979,TEX,Texas Rangers
1979,TOR,Toronto Blue Jays
1980,ATL,Atlanta Braves
1980,BAL,Baltimore Orioles
1980,BOS,Boston Red Sox
1980,CAL,California Angels
1980,CHA,Chicago White Sox
1980,CHN,Chicago Cubs
1980,CIN,Cincinnati Reds
1980,CLE,Cleveland Indians
1980,DET,Detroit Tigers
1980,HOU,Houston Astros
1980,KCA,Kansas City Royals
1980,LAN,Los Angeles Dodgers
1980,MIN,Minnesota Twins
1980,ML4,Milwaukee Brewers
1980,MON,Montreal Expos
1980,NYA,New York Yankees
1980,NYN,New York Mets
1980,OAK,Oakland Athletics
1980,PHI,Philadelphia Phillies
1980,PIT,Pittsburgh Pirates
1980,SDN,San Diego Padres
1980,SEA,Seattle Mariners
1980,SFN,San Francisco Giants
1980,SLN,St. Louis Cardinals
1980,TEX,Texas Rangers
1980,TOR,Toronto Blue Jays
1981,ATL,Atlanta Braves
1981,BAL,Baltimore Orioles
1981,BOS,Boston Red Sox
1981,CAL,California Angels
1981,CHA,Chicago White Sox
1981,CHN,Chicago Cubs
1981,CIN,Cincinnati Reds
1981,CLE,Cleveland Indians
1981,DET,Detroit Tigers
1981,HOU,Houston Astros
1981,KCA,Kansas City Royals
1981,LAN,Los Angeles Dodgers
1981,MIN,Minnesota Twins
1981,ML4,Milwaukee Brewers
1981,MON,Montreal Expos
1981,NYA,New York Yankees
1981,NYN,New York Mets
1981,OAK,Oakland Athletics
1981,PHI,Philadelphia Phillies
1981,PIT,Pittsburgh Pirates
1981,SDN,San Diego Padres
1981,SEA,Seattle Mariners
1981,SFN,San Francisco Giants
1981,SLN,St. Louis Cardinals
1981,TEX,Texas Rangers
1981,TOR,Toronto Blue Jays
1982,ATL,Atlanta Braves
1982,BAL,Baltimore Orioles
1982,BOS,Boston Red Sox
1982,CAL,California Angels
1982,CHA,Chicago White Sox
1982,CHN,Chicago Cubs
1982,CIN,Cincinnati Reds
1982,CLE,Cleveland Indians
1982,DET,Detroit Tigers
1982,HOU,Houston Astros
1982,KCA,Kansas City Royals
1982,LAN,Los Angeles Dodgers
1982,MIN,Minnesota Twins
1982,ML4,Milwaukee Brewers
1982,MON,Montreal Expos
1982,NYA,New York Yankees
1982,NYN,New York Mets
1982,OAK,Oakland Athletics
1982,PHI,Philadelphia Phillies
1982,PIT,Pittsburgh Pirates
1982,SDN,San Diego Padres
1982,SEA,Seattle Mariners
1982,SFN,San Francisco Giants
1982,SLN,St. Louis Cardinals
1982,TEX,Texas Rangers
1982,TOR,Toronto Blue Jays
1983,ATL,Atlanta Braves
1983,BAL,Baltimore Orioles
1983,BOS,Boston Red Sox
1983,CAL,California Angels
1983,CHA,Chicago White Sox
1983,CHN,Chicago Cubs
1983,CIN,Cincinnati Reds
1983,CLE,Cleveland Indians
1983,DET,Detroit Tigers
1983,HOU,Houston Astros
1983,KCA,Kansas City Royals
1983,LAN,Los Angeles Dodgers
1983,MIN,Minnesota Twins
1983,ML4,Milwaukee Brewers
1983,MON,Montreal Expos
1983,NYA,New York Yankees
1983,NYN,New York Mets
1983,OAK,Oakland Athletics
1983,PHI,Philadelphia Phillies
1983,PIT,Pittsburgh Pirates
1983,SDN,San Diego Padres
1983,SEA,Seattle Mariners
1983,SFN,San Francisco Giants
1983,SLN,St. Louis Cardinals
1983,TEX,Texas Rangers
1983,TOR,Toronto Blue Jays
1984,ATL,Atlanta Braves
1984,BAL,Baltimore Orioles
1984,BOS,Boston Red Sox
1984,CAL,California Angels
1984,CHA,Chicago White Sox
1984,CHN,Chicago Cubs
1984,CIN,Cincinnati Reds
1984,CLE,Cleveland Indians
1984,DET,Detroit Tigers
1984,HOU,Houston Astros
1984,KCA,Kansas City Royals
1984,LAN,Los Angeles Dodgers
1984,MIN,Minnesota Twins
1984,ML4,Milwaukee Brewers
1984,MON,Montreal Expos
1984,NYA,New York Yankees
1984,NYN,New York Mets
1984,OAK,Oakland Athletics
1984,PHI,Philadelphia Phillies
1984,PIT,Pittsburgh Pirates
1984,SDN,San Diego Padres
1984,SEA,Seattle Mariners
1984,SFN,San Francisco Giants
1984,SLN,St. Louis Cardinals
1984,TEX,Texas Rangers
1984,TOR,Toronto Blue Jays
1985,ATL,Atlanta Braves
1985,BAL,Baltimore Orioles
1985,BOS,Boston Red Sox
1985,CAL,California Angels
1985,CHA,Chicago White Sox
1985,CHN,Chicago Cubs
1985,CIN,Cincinnati Reds
1985,CLE,Cleveland Indians
1985,DET,Detroit Tigers
1985,HOU,Houston Astros
1985,KCA,Kansas City Royals
1985,LAN,Los Angeles Dodgers
1985,MIN,Minnesota Twins
1985,ML4,Milwaukee Brewers
1985,MON,Montreal Expos
1985,NYA,New York Yankees
1985,NYN,New York Mets
1985,OAK,Oakland Athletics
1985,PHI,Philadelphia Phillies
1985,PIT,Pittsburgh Pirates
1985,SDN,San Diego Padres
1985,SEA,Seattle Mariners
1985,SFN,San Francisco Giants
1985,SLN,St. Louis Cardinals
1985,TEX,Texas Rangers
1985,TOR,Toronto Blue Jays
1986,ATL,Atlanta Braves
1986,BAL,Baltimore Orioles
1986,BOS,Boston Red Sox
1986,CAL,California Angels
1986,CHA,Chicago White Sox
1986,CHN,Chicago Cubs
1986,CIN,Cincinnati Reds
1986,CLE,Cleveland Indians
1986,DET,Detroit Tigers
1986,HOU,Houston Astros
1986,KCA,Kansas City Royals
1986,LAN,Los Angeles Dodgers
1986,MIN,Minnesota Twins
1986,ML4,Milwaukee Brewers
1986,MON,Montreal Expos
1986,NYA,New York Yankees
1986,NYN,New York Mets
1986,OAK,Oakland Athletics
1986,PHI,Philadelphia Phillies
1986,PIT,Pittsburgh Pirates
1986,SDN,San Diego Padres
1986,SEA,Seattle Mariners
1986,SFN,San Francisco Giants
1986,SLN,St. Louis Cardinals
1986,TEX,Texas Rangers
1986,TOR,Toronto Blue Jays
1987,ATL,Atlanta Braves
1987,BAL,Baltimore Orioles
1987,BOS,Boston Red Sox
1987,CAL,California Angels
1987,CHA,Chicago White Sox
1987,CHN,Chicago Cubs
1987,CIN,Cincinnati Reds
1987,CLE,Cleveland Indians
1987,DET,Detroit Tigers
1987,HOU,Houston Astros
1987,KCA,Kansas City Royals
1987,LAN,Los Angeles Dodgers
1987,MIN,Minnesota Twins
1987,ML4,Milwaukee Brewers
1987,MON,Montreal Expos
1987,NYA,New York Yankees
1987,NYN,New York Mets
1987,OAK,Oakland Athletics
1987,PHI,Philadelphia Phillies
1987,PIT,Pittsburgh Pirates
1987,SDN,San Diego Padres
1987,SEA,Seattle Mariners
1987,SFN,San Francisco Giants
1987,SLN,St. Louis Cardinals
1987,TEX,Texas Rangers
1987,TOR,Toronto Blue Jays
1988,ATL,Atlanta Braves
1988,BAL,Baltimore Orioles
1988,BOS,Boston Red Sox
1988,CAL,California Angels
1988,CHA,Chicago White Sox
1988,CHN,Chicago Cubs
1988,CIN,Cincinnati Reds
1988,CLE,Cleveland Indians
1988,DET,Detroit Tigers
1988,HOU,Houston Astros
1988,KCA,Kansas City Royals
1988,LAN,Los Angeles Dodgers
1988,MIN,Minnesota Twins
1988,ML4,Milwaukee Brewers
1988,MON,Montreal Expos
1988,NYA,New York Yankees
1988,NYN,New York Mets
1988,OAK,Oakland Athletics
1988,PHI,Philadelphia Phillies
1988,PIT,Pittsburgh Pirates
1988,SDN,San Diego Padres
1988,SEA,Seattle Mariners
1988,SFN,San Francisco Giants
1988,SLN,St. Louis Cardinals
1988,TEX,Texas Rangers
1988,TOR,Toronto Blue Jays
1989,ATL,Atlanta Braves
1989,BAL,Baltimore Orioles
1989,BOS,Boston Red Sox
1989,CAL,California Angels
1989,CHA,Chicago White Sox
1989,CHN,Chicago Cubs
1989,CIN,Cincinnati Reds
1989,CLE,Cleveland Indians
1989,DET,Detroit Tigers
1989,HOU,Houston Astros
1989,KCA,Kansas City Royals
1989,LAN,Los Angeles Dodgers
1989,MIN,Minnesota Twins
1989,ML4,Milwaukee Brewers
1989,MON,Montreal Expos
1989,NYA,New York Yankees
1989,NYN,New York Mets
1989,OAK,Oakland Athletics
1989,PHI,Philadelphia Phillies
1989,PIT,Pittsburgh Pirates
1989,SDN,San Diego Padres
1989,SEA,Seattle Mariners
1989,SFN,San Francisco Giants
1989,SLN,St. Louis Cardinals
1989,TEX,Texas Rangers
1989,TOR,Toronto Blue Jays
1990,ATL,Atlanta Braves
1990,BAL,Baltimore Orioles
1990,BOS,Boston Red Sox
1990,CAL,California Angels
1990,CHA,Chicago White Sox
1990,CHN,Chicago Cubs
1990,CIN,Cincinnati Reds
1990,CLE,Cleveland Indians
1990,DET,Detroit Tigers
1990,HOU,Houston Astros
1990,KCA,Kansas City Royals
1990,LAN,Los Angeles Dodgers
1990,MIN,Minnesota Twins
1990,ML4,Milwaukee Brewers
1990,MON,Montreal Expos
1990,NYA,New York Yankees
1990,NYN,New York Mets
1990,OAK,Oakland Athletics
1990,PHI,Philadelphia Phillies
1990,PIT,Pittsburgh Pirates
1990,SDN,San Diego Padres
1990,SEA,Seattle Mariners
1990,SFN,San Francisco Giants
1990,SLN,St. Louis Cardinals
1990,TEX,Texas Rangers
1990,TOR,Toronto Blue Jays
1991,ATL,Atlanta Braves
1991,BAL,Baltimore Orioles
1991,BOS,Boston Red Sox
1991,CAL,California Angels
1991,CHA,Chicago White Sox
1991,CHN,Chicago Cubs
1991,CIN,Cincinnati Reds
1991,CLE,Cleveland Indians
1991,DET,Detroit Tigers
1991,HOU,Houston Astros
1991,KCA,Kansas City Royals
1991,LAN,Los Angeles Dodgers
1991,MIN,Minnesota Twins
1991,ML4,Milwaukee Brewers
1991,MON,Montreal Expos
1991,NYA,New York Yankees
1991,NYN,New York Mets
1991,OAK,Oakland Athletics
1991,PHI,Philadelphia Phillies
1991,PIT,Pittsburgh Pirates
1991,SDN,San Diego Padres
1991,SEA,Seattle Mariners
1991,SFN,San Francisco Giants
1991,SLN,St. Louis Cardinals
1991,TEX,Texas Rangers
1991,TOR,Toronto Blue Jays
1992,ATL,Atlanta Braves
1992,BAL,Baltimore Orioles
1992,BOS,Boston Red Sox
1992,CAL,California Angels
1992,CHA,Chicago White Sox
1992,CHN,Chicago Cubs
1992,CIN,Cincinnati Reds
1992,CLE,Cleveland Indians
1992,DET,Detroit Tigers
1992,HOU,Houston Astros
1992,KCA,Kansas City Royals
1992,LAN,Los Angeles Dodgers
1992,MIN,Minnesota Twins
1992,ML4,Milwaukee Brewers
1992,MON,Montreal Expos
1992,NYA,New York Yankees
1992,NYN,New York Mets
1992,OAK,Oakland Athletics
1992,PHI,Philadelphia Phillies
1992,PIT,Pittsburgh Pirates
1992,SDN,San Diego Padres
1992,SEA,Seattle Mariners
1992,SFN,San Francisco Giants
1992,SLN,St. Louis Cardinals
1992,TEX,Texas Rangers
1992,TOR,Toronto Blue Jays
1993,ATL,Atlanta Braves
1993,BAL,Baltimore Orioles
1993,BOS,Boston Red Sox
1993,CAL,California Angels
1993,CHA,Chicago White Sox
1993,CHN,Chicago Cubs
1993,CIN,Cincinnati Reds
1993,CLE,Cleveland Indians
1993,COL,Colorado Rockies
1993,DET,Detroit Tigers
1993,FLO,Florida Marlins
1993,HOU,Houston Astros
1993,KCA,Kansas City Royals
1993,LAN,Los Angeles Dodgers
1993,MIN,Minnesota Twins
1993,ML4,Milwaukee Brewers
1993,MON,Montreal Expos
1993,NYA,New York Yankees
1993,NYN,New York Mets
1993,OAK,Oakland Athletics
1993,PHI,Philadelphia Phillies
1993,PIT,Pittsburgh Pirates
1993,SDN,San Diego Padres
1993,SEA,Seattle Mariners
1993,SFN,San Francisco Giants
1993,SLN,St. Louis Cardinals
1993,TEX,Texas Rangers
1993,TOR,Toronto Blue Jays
1994,ATL,Atlanta Braves
1994,BAL,Baltimore Orioles
1994,BOS,Boston Red Sox
1994,CAL,California Angels
1994,CHA,Chicago White Sox
1994,CHN,Chicago Cubs
1994,CIN,Cincinnati Reds
1994,CLE,Cleveland Indians
1994,COL,Colorado Rockies
1994,DET,Detroit Tigers
1994,FLO,Florida Marlins
1994,HOU,Houston Astros
1994,KCA,Kansas City Royals
1994,LAN,Los Angeles Dodgers
1994,MIN,Minnesota Twins
1994,ML4,Milwaukee Brewers
1994,MON,Montreal Expos
1994,NYA,New York Yankees
1994,NYN,New York Mets
1994,OAK,Oakland Athletics
1994,PHI,Philadelphia Phillies
1994,PIT,Pittsburgh Pirates
1994,SDN,San Diego Padres
1994,SEA,Seattle Mariners
1994,SFN,San Francisco Giants
1994,SLN,St. Louis Cardinals
1994,TEX,Texas Rangers
1994,TOR,Toronto Blue Jays
1995,ATL,Atlanta Braves
1995,BAL,Baltimore Orioles
1995,BOS,Boston Red Sox
1995,CAL,California Angels
1995,CHA,Chicago White Sox
1995,CHN,Chicago Cubs
1995,CIN,Cincinnati Reds
1995,CLE,Cleveland Indians
1995,COL,Colorado Rockies
1995,DET,Detroit Tigers
1995,FLO,Florida Marlins
1995,HOU,Houston Astros
1995,KCA,Kansas City Royals
1995,LAN,Los Angeles Dodgers
1995,MIN,Minnesota Twins
1995,ML4,Milwaukee Brewers
1995,MON,Montreal Expos
1995,NYA,New York Yankees
1995,NYN,New York Mets
1995,OAK,Oakland Athletics
1995,PHI,Philadelphia Phillies
1995,PIT,Pittsburgh Pirates
1995,SDN,San Diego Padres
1995,SEA,Seattle Mariners
1995,SFN,San Francisco Giants
1995,SLN,St. Louis Cardinals
1995,TEX,Texas Rangers
1995,TOR,Toronto Blue Jays
1996,ATL,Atlanta Braves
1996,BAL,Baltimore Orioles
1996,BOS,Boston Red Sox
1996,CAL,California Angels
1996,CHA,Chicago White Sox
1996,CHN,Chicago Cubs
1996,CIN,Cincinnati Reds
1996,CLE,Cleveland Indians
1996,COL,Colorado Rockies
1996,DET,Detroit Tigers
1996,FLO,Florida Marlins
1996,HOU,Houston Astros
1996,KCA,Kansas City Royals
1996,LAN,Los Angeles Dodgers
1996,MIN,Minnesota Twins
1996,ML4,Milwaukee Brewers
1996,MON,Montreal Expos
1996,NYA,New York Yankees
1996,NYN,New York Mets
1996,OAK,Oakland Athletics
1996,PHI,Philadelphia Phillies
1996,PIT,Pittsburgh Pirates
1996,SDN,San Diego Padres
1996,SEA,Seattle Mariners
1996,SFN,San Francisco Giants
1996,SLN,St. Louis Cardinals
1996,TEX,Texas Rangers
1996,TOR,Toronto Blue Jays
1997,ANA,Anaheim Angels
1997,ATL,Atlanta Braves
1997,BAL,Baltimore Orioles
1997,BOS,Boston Red Sox
1997,CHA,Chicago White Sox
1997,CHN,Chicago Cubs
1997,CIN,Cincinnati Reds
1997,CLE,Cleveland Indians
1997,COL,Colorado Rockies
1997,DET,Detroit Tigers
1997,FLO,Florida Marlins
1997,HOU,Houston Astros
1997,KCA,Kansas City Royals
1997,LAN,Los Angeles Dodgers
1997,MIN,Minnesota Twins
1997,ML4,Milwaukee Brewers
1997,MON,Montreal Expos
1997,NYA,New York Yankees
1997,NYN,New York Mets
1997,OAK,Oakland Athletics
1997,PHI,Philadelphia Phillies
1997,PIT,Pittsburgh Pirates
1997,SDN,San Diego Padres
1997,SEA,Seattle Mariners
1997,SFN,San Francisco Giants
1997,SLN,St. Louis Cardinals
1997,TEX,Texas Rangers
1997,TOR,Toronto Blue Jays
1998,ANA,Anaheim Angels
1998,ARI,Arizona Diamondbacks
1998,ATL,Atlanta Braves
1998,BAL,Baltimore Orioles
1998,BOS,Boston Red Sox
1998,CHA,Chicago White Sox
1998,CHN,Chicago Cubs
1998,CIN,Cincinnati Reds
1998,CLE,Cleveland Indians
1998,COL,Colorado Rockies
1998,DET,Detroit Tigers
1998,FLO,Florida Marlins
1998,HOU,Houston Astros
1998,KCA,Kansas City Royals
1998,LAN,Los Angeles Dodgers
1998,MIL,Milwaukee Brewers
1998,MIN,Minnesota Twins
1998,MON,Montreal Expos
1998,NYA,New York Yankees
1998,NYN,New York Mets
1998,OAK,Oakland Athletics
1998,PHI,Philadelphia Phillies
1998,PIT,Pittsburgh Pirates
1998,SDN,San Diego Padres
1998,SEA,Seattle Mariners
1998,SFN,San Francisco Giants
1998,SLN,St. Louis Cardinals
1998,TBA,Tampa Bay Devil Rays
1998,TEX,Texas Rangers
1998,TOR,Toronto Blue Jays
1999,ANA,Anaheim Angels
1999,ARI,Arizona Diamondbacks
1999,ATL,Atlanta Braves
1999,BAL,Baltimore Orioles
1999,BOS,Boston Red Sox
1999,CHA,Chicago White Sox
1999,CHN,Chicago Cubs
1999,CIN,Cincinnati Reds
1999,CLE,Cleveland Indians
1999,COL,Colorado Rockies
1999,DET,Detroit Tigers
1999,FLO,Florida Marlins
1999,HOU,Houston Astros
1999,KCA,Kansas City Royals
1999,LAN,Los Angeles Dodgers
1999,MIL,Milwaukee Brewers
1999,MIN,Minnesota Twins
1999,MON,Montreal Expos
1999,NYA,New York Yankees
1999,NYN,New York Mets
1999,OAK,Oakland Athletics
1999,PHI,Philadelphia Phillies
1999,PIT,Pittsburgh Pirates
1999,SDN,San Diego Padres
1999,SEA,Seattle Mariners
1999,SFN,San Francisco Giants
1999,SLN,St. Louis Cardinals
1999,TBA,Tampa Bay Devil Rays
1999,TEX,Texas Rangers
1999,TOR,Toronto Blue Jays
2000,ANA,Anaheim Angels
2000,ARI,Arizona Diamondbacks
2000,ATL,Atlanta Braves
2000,BAL,Baltimore Orioles
2000,BOS,Boston Red Sox
2000,CHA,Chicago White Sox
2000,CHN,Chicago Cubs
2000,CIN,Cincinnati Reds
2000,CLE,Cleveland Indians
2000,COL,Colorado Rockies
2000,DET,Detroit Tigers
2000,FLO,Florida Marlins
2000,HOU,Houston Astros
2000,KCA,Kansas City Royals
2000,LAN,Los Angeles Dodgers
2000,MIL,Milwaukee Brewers
2000,MIN,Minnesota Twins
2000,MON,Montreal Expos
2000,NYA,New York Yankees
2000,NYN,New York Mets
2000,OAK,Oakland Athletics
2000,PHI,Philadelphia Phillies
2000,PIT,Pittsburgh Pirates
2000,SDN,San Diego Padres
2000,SEA,Seattle Mariners
2000,SFN,San Francisco Giants
2000,SLN,St. Louis Cardinals
2000,TBA,Tampa Bay Devil Rays
2000,TEX,Texas Rangers
2000,TOR,Toronto Blue Jays
2001,ANA,Anaheim Angels
2001,ARI,Arizona Diamondbacks
2001,ATL,Atlanta Braves
2001,BAL,Baltimore Orioles
2001,BOS,Boston Red Sox
2001,CHA,Chicago White Sox
2001,CHN,Chicago Cubs
2001,CIN,Cincinnati Reds
2001,CLE,Cleveland Indians
2001,COL,Colorado Rockies
2001,DET,Detroit Tigers
2001,FLO,Florida Marlins
2001,HOU,Houston Astros
2001,KCA,Kansas City Royals
2001,LAN,Los Angeles Dodgers
2001,MIL,Milwaukee Brewers
2001,MIN,Minnesota Twins
2001,MON,Montreal Expos
2001,NYA,New York Yankees
2001,NYN,New York Mets
2001,OAK,Oakland Athletics
2001,PHI,Philadelphia Phillies
2001,PIT,Pittsburgh Pirates
2001,SDN,San Diego Padres
2001,SEA,Seattle Mariners
2001,SFN,San Francisco Giants
2001,SLN,St. Louis Cardinals
2001,TBA,Tampa Bay Devil Rays
2001,TEX,Texas Rangers
2001,TOR,Toronto Blue Jays
2002,ANA,Anaheim Angels
2002,ARI,Arizona Diamondbacks
2002,ATL,Atlanta Braves
2002,BAL,Baltimore Orioles
2002,BOS,Boston Red Sox
2002,CHA,Chicago White Sox
2002,CHN,Chicago Cubs
2002,CIN,Cincinnati Reds
2002,CLE,Cleveland Indians
2002,COL,Colorado Rockies
2002,DET,Detroit Tigers
2002,FLO,Florida Marlins
2002,HOU,Houston Astros
2002,KCA,Kansas City Royals
2002,LAN,Los Angeles Dodgers
2002,MIL,Milwaukee Brewers
2002,MIN,Minnesota Twins
2002,MON,Montreal Expos
2002,NYA,New York Yankees
2002,NYN,New York Mets
2002,OAK,Oakland Athletics
2002,PHI,Philadelphia Phillies
2002,PIT,Pittsburgh Pirates
2002,SDN,San Diego Padres
2002,SEA,Seattle Mariners
2002,SFN,San Francisco Giants
2002,SLN,St. Louis Cardinals
2002,TBA,Tampa Bay Devil Rays
2002,TEX,Texas Rangers
2002,TOR,Toronto Blue Jays
2003,ANA,Anaheim Angels
2003,ARI,Arizona Diamondbacks
2003,ATL,Atlanta Braves
2003,BAL,Baltimore Orioles
2003,BOS,Boston Red Sox
2003,CHA,Chicago White Sox
2003,CHN,Chicago Cubs
2003,CIN,Cincinnati Reds
2003,CLE,Cleveland Indians
2003,COL,Colorado Rockies
2003,DET,Detroit Tigers
2003,FLO,Florida Marlins
2003,HOU,Houston Astros
2003,KCA,Kansas City Royals
2003,LAN,Los Angeles Dodgers
2003,MIL,Milwaukee Brewers
2003,MIN,Minnesota Twins
2003,MON,Montreal Expos
2003,NYA,New York Yankees
2003,NYN,New York Mets
2003,OAK,Oakland Athletics
2003,PHI,Philadelphia Phillies
2003,PIT,Pittsburgh Pirates
2003,SDN,San Diego Padres
2003,SEA,Seattle Mariners
2003,SFN,San Francisco Giants
2003,SLN,St. Louis Cardinals
2003,TBA,Tampa Bay Devil Rays
2003,TEX,Texas Rangers
2003,TOR,Toronto Blue Jays
2004,ANA,Anaheim Angels
2004,ARI,Arizona Diamondbacks
2004,ATL,Atlanta Braves
2004,BAL,Baltimore Orioles
2004,BOS,Boston Red Sox
2004,CHA,Chicago White Sox
2004,CHN,Chicago Cubs
2004,CIN,Cincinnati Reds
2004,CLE,Cleveland Indians
2004,COL,Colorado Rockies
2004,DET,Detroit Tigers
2004,FLO,Florida Marlins
2004,HOU,Houston Astros
2004,KCA,Kansas City Royals
2004,LAN,Los Angeles Dodgers
2004,MIL,Milwaukee Brewers
2004,MIN,Minnesota Twins
2004,MON,Montreal Expos
2004,NYA,New York Yankees
2004,NYN,New York Mets
2004,OAK,Oakland Athletics
2004,PHI,Philadelphia Phillies
2004,PIT,Pittsburgh Pirates
2004,SDN,San Diego Padres
2004,SEA,Seattle Mariners
2004,SFN,San Francisco Giants
2004,SLN,St. Louis Cardinals
2004,TBA,Tampa Bay Devil Rays
2004,TEX,Texas Rangers
2004,TOR,Toronto Blue Jays
2005,ARI,Arizona Diamondbacks
2005,ATL,Atlanta Braves
2005,BAL,Baltimore Orioles
2005,BOS,Boston Red Sox
2005,CHA,Chicago White Sox
2005,CHN,Chicago Cubs
2005,CIN,Cincinnati Reds
2005,CLE,Cleveland Indians
2005,COL,Colorado Rockies
2005,DET,Detroit Tigers
2005,FLO,Florida Marlins
2005,HOU,Houston Astros
2005,KCA,Kansas City Royals
2005,LAA,Los Angeles Angels of Anaheim
2005,LAN,Los Angeles Dodgers
2005,MIL,Milwaukee Brewers
2005,MIN,Minnesota Twins
2005,NYA,New York Yankees
2005,NYN,New York Mets
2005,OAK,Oakland Athletics
2005,PHI,Philadelphia Phillies
2005,PIT,Pittsburgh Pirates
2005,SDN,San Diego Padres
2005,SEA,Seattle Mariners
2005,SFN,San Francisco Giants
2005,SLN,St. Louis Cardinals
2005,TBA,Tampa Bay Devil Rays
2005,TEX,Texas Rangers
2005,TOR,Toronto Blue Jays
2005,WAS,Washington Nationals
2006,ARI,Arizona Diamondbacks
2006,ATL,Atlanta Braves
2006,BAL,Baltimore Orioles
2006,BOS,Boston Red Sox
2006,CHA,Chicago White Sox
2006,CHN,Chicago Cubs
2006,CIN,Cincinnati Reds
2006,CLE,Cleveland Indians
2006,COL,Colorado Rockies
2006,DET,Detroit Tigers
2006,FLO,Florida Marlins
2006,HOU,Houston Astros
2006,KCA,Kansas City Royals
2006,LAA,Los Angeles Angels of Anaheim
2006,LAN,Los Angeles Dodgers
2006,MIL,Milwaukee Brewers
2006,MIN,Minnesota Twins
2006,NYA,New York Yankees
2006,NYN,New York Mets
2006,OAK,Oakland Athletics
2006,PHI,Philadelphia Phillies
2006,PIT,Pittsburgh Pirates
2006,SDN,San Diego Padres
2006,SEA,Seattle Mariners
2006,SFN,San Francisco Giants
2006,SLN,St. Louis Cardinals
2006,TBA,Tampa Bay Devil Rays
2006,TEX,Texas Rangers
2006,TOR,Toronto Blue Jays
2006,WAS,Washington Nationals
2007,ARI,Arizona Diamondbacks
2007,ATL,Atlanta Braves
2007,BAL,Baltimore Orioles
2007,BOS,Boston Red Sox
2007,CHA,Chicago White Sox
2007,CHN,Chicago Cubs
2007,CIN,Cincinnati Reds
2007,CLE,Cleveland Indians
2007,COL,Colorado Rockies
2007,DET,Detroit Tigers
2007,FLO,Florida Marlins
2007,HOU,Houston Astros
2007,KCA,Kansas City Royals
2007,LAA,Los Angeles Angels of Anaheim
2007,LAN,Los Angeles Dodgers
2007,MIL,Milwaukee Brewers
2007,MIN,Minnesota Twins
2007,NYA,New York Yankees
2007,NYN,New York Mets
2007,OAK,Oakland Athletics
2007,PHI,Philadelphia Phillies
2007,PIT,Pittsburgh Pirates
2007,SDN,San Diego Padres
2007,SEA,Seattle Mariners
2007,SFN,San Francisco Giants
2007,SLN,St. Louis Cardinals
2007,TBA,Tampa Bay Devil Rays
2007,TEX,Texas Rangers
2007,TOR,Toronto Blue Jays
2007,WAS,Washington Nationals
2008,ARI,Arizona Diamondbacks
2008,ATL,Atlanta Braves
2008,BAL,Baltimore Orioles
2008,BOS,Boston Red Sox
2008,CHA,Chicago White Sox
2008,CHN,Chicago Cubs
2008,CIN,Cincinnati Reds
